"anho"|"semana"|"id_provincia"|"provincia"|"personal_tecnicos"|"personal_brigadas"|"personal_fuerzas_orden"|"personal_otros"|"medios_autobomba"|"medios_bulldozer"|"medios_tractores"|"medios_otros"|"aereos_aviones_anfibios"|"aereos_aviones_carga"|"aereos_helicopteros_exticion"|"aereos_helicopteros_transporte"|"total"|"totalar"|"totalnar"|"supernf"|"num_incendios"|"dist_1_nearest_buildup"|"dist_10_nearest_buildup"
"2012"|"44"|19|"GUADALAJARA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|21|"HUELVA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|22|"HUESCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|23|"JAEN"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|24|"LEON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|25|"LLEIDA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|26|"LA RIOJA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|27|"LUGO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|29|"MALAGA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|30|"MURCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|32|"OURENSE"|"1.00"|"4.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"42.81"|"0.00"|"42.81"|"0"|"1"|"50.78"|"2462.26"
"2012"|"44"|33|"ASTURIAS"|"0.00"|"4.83"|"0.67"|"0.00"|"0.17"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.33"|"8.40"|"0.00"|"8.40"|"0"|"5"|"1065.61"|"2781.01"
"2012"|"44"|34|"PALENCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|36|"PONTEVEDRA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|37|"SALAMANCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|40|"SEGOVIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|41|"SEVILLA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|42|"SORIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|43|"TARRAGONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|44|"TERUEL"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|45|"TOLEDO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|46|"VALENCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|47|"VALLADOLID"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|49|"ZAMORA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"44"|50|"ZARAGOZA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|2|"ALBACETE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|3|"ALICANTE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|4|"ALMERIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|5|"AVILA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|6|"BADAJOZ"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|8|"BARCELONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|9|"BURGOS"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|10|"CACERES"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|11|"CADIZ"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|12|"CASTELLON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|13|"CIUDAD REAL"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|14|"CORDOBA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|15|"A CORUÑA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|16|"CUENCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|17|"GIRONA"|"1.00"|"10.00"|"2.00"|"0.00"|"3.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.18"|"0.10"|"0.08"|"0"|"1"|"955.68"|"1829.82"
"2012"|"45"|18|"GRANADA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|19|"GUADALAJARA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|21|"HUELVA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|22|"HUESCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|23|"JAEN"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|24|"LEON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|25|"LLEIDA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|26|"LA RIOJA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|27|"LUGO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|29|"MALAGA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|30|"MURCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|32|"OURENSE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|33|"ASTURIAS"|"0.00"|"3.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.90"|"0.00"|"0.90"|"0"|"1"|"586.36"|"1432.67"
"2012"|"45"|34|"PALENCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|36|"PONTEVEDRA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|37|"SALAMANCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|40|"SEGOVIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|41|"SEVILLA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|42|"SORIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|43|"TARRAGONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|44|"TERUEL"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|45|"TOLEDO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|46|"VALENCIA"|"2.00"|"20.00"|"6.00"|"0.00"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"0.00"|"1.00"|"0.50"|"0.50"|"0.00"|"0"|"1"|"2058.78"|"2211.60"
"2012"|"45"|47|"VALLADOLID"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"45"|49|"ZAMORA"|"1.00"|"4.00"|"0.00"|"0.00"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.20"|"0.20"|"0.00"|"0"|"1"|"846.39"|"1481.92"
"2012"|"45"|50|"ZARAGOZA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|2|"ALBACETE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|3|"ALICANTE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|4|"ALMERIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|5|"AVILA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|6|"BADAJOZ"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|8|"BARCELONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|9|"BURGOS"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|10|"CACERES"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|11|"CADIZ"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|12|"CASTELLON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|13|"CIUDAD REAL"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|14|"CORDOBA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|15|"A CORUÑA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|16|"CUENCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|17|"GIRONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|18|"GRANADA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|19|"GUADALAJARA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|21|"HUELVA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|22|"HUESCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|23|"JAEN"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|24|"LEON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|25|"LLEIDA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|26|"LA RIOJA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|27|"LUGO"|"1.00"|"2.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"2.45"|"0.45"|"2.00"|"0"|"1"|"3206.23"|"4326.94"
"2012"|"46"|29|"MALAGA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|30|"MURCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|32|"OURENSE"|"0.75"|"5.50"|"0.00"|"0.00"|"0.25"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"2.01"|"1.00"|"1.01"|"0"|"4"|"1010.16"|"2296.61"
"2012"|"46"|33|"ASTURIAS"|"0.00"|"3.00"|"0.00"|"0.00"|"0.17"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"17.95"|"1.26"|"16.69"|"0"|"4"|"1334.48"|"2645.67"
"2012"|"46"|34|"PALENCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|36|"PONTEVEDRA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|37|"SALAMANCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|40|"SEGOVIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|41|"SEVILLA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|42|"SORIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|43|"TARRAGONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|44|"TERUEL"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|45|"TOLEDO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|46|"VALENCIA"|"1.00"|"0.00"|"0.00"|"6.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.30"|"0.00"|"0.30"|"0"|"1"|"1536.76"|"3375.72"
"2012"|"46"|47|"VALLADOLID"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|49|"ZAMORA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"46"|50|"ZARAGOZA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|2|"ALBACETE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|3|"ALICANTE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|4|"ALMERIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|5|"AVILA"|"2.00"|"0.00"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"3.60"|"0.00"|"3.60"|"0"|"1"|"772.58"|"4732.19"
"2012"|"47"|6|"BADAJOZ"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|8|"BARCELONA"|"2.00"|"10.00"|"2.00"|"0.00"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.25"|"0.00"|"0.25"|"0"|"1"|"2343.42"|"3423.73"
"2012"|"47"|9|"BURGOS"|"2.00"|"3.00"|"2.00"|"7.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.70"|"0.00"|"0.60"|"0.10"|"1"|"833.70"|"6687.61"
"2012"|"47"|10|"CACERES"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|11|"CADIZ"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|12|"CASTELLON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|13|"CIUDAD REAL"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|14|"CORDOBA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|15|"A CORUÑA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|16|"CUENCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|17|"GIRONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|18|"GRANADA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|19|"GUADALAJARA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|21|"HUELVA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|22|"HUESCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|23|"JAEN"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|24|"LEON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|25|"LLEIDA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|26|"LA RIOJA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|27|"LUGO"|"1.00"|"7.00"|"2.00"|"1.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.52"|"0.52"|"0.00"|"0"|"1"|"425.71"|"679.14"
"2012"|"47"|29|"MALAGA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|30|"MURCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|32|"OURENSE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|33|"ASTURIAS"|"0.15"|"5.17"|"0.00"|"0.02"|"0.73"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.04"|"92.10"|"2.50"|"89.60"|"0"|"28"|"939.83"|"2514.76"
"2012"|"47"|34|"PALENCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|36|"PONTEVEDRA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|37|"SALAMANCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|40|"SEGOVIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|41|"SEVILLA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|42|"SORIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|43|"TARRAGONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|44|"TERUEL"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|45|"TOLEDO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|46|"VALENCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|47|"VALLADOLID"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2012"|"47"|49|"ZAMORA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
